Location,Crossnumber,TrialName,FemalePlotName,FemaleGenotype,Cycle,MaleGenotype,MalePlotName,First Pollination Date,Number of Repeats,Bunch Harvest Date,Seed Extraction Date,Total Seeds,Good Seeds,Embryo Rescue Date,Number of Embryo Rescued,Number of Embryo Germinating,Germination Date,FemalePloidy,FemaleLink,MalePloidy,MaleLink
Sendusu,SE202009_(162952C2/132347),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C10,Nakasabira,2,SH3217,17-SH3217_R15C1_plot211,2020-09-16,NA,2020-12-14,2020-12-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(162952C2/132441),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C10,Nakasabira,2,TMB2X5265-1,17-5265-1_R8C2_plot107,2020-09-16,1,2020-12-18,2020-12-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(162992C2/163880),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R29C8,ITC1355-Kazirakwe,2,ITC0712-Aacv_Rose,Cv.rosecollection_R4C3_plot93,2020-09-24,2,2020-12-31,2021-01-07,1,1,2021-01-22,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202009_(162996C2/163974),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C7,Entukura,2,ITC0712-Aacv_Rose,Cv.rosecollection_R4C10_plot100,2020-09-25,2,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202009_(163047C2/132578),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R26C10,ITC1354-Enzirabahima,2,9128-3,17-9128-3_R5C9_plot69,2020-09-30,3,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202009_(163051C2/132706),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C7,Entukura,2,8075-7,17-8075-7_R1C4_plot4,2020-09-25,2,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202009_(163132C2/132474),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C5,Nakasabira,2,SH3217,17-SH3217_R15C12_plot222,2020-09-25,NA,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(163148C2/132624),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C3,Entukura,2,TMB2X5265-1,17-5265-1_R8C3_plot108,2020-09-11,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202009_(163170C2/132552),3X pollination block New Phase 2-Sendusu,Enzirabahima_14_Phase2_R27C1,ITC1354-Enzirabahima,2,7197-2,17-7197-2_R10C3_plot138,2020-09-30,2,2021-01-12,2021-01-21,1,1,2021-02-01,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202009_(163211C2/132348),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C7,ITC1355-Kazirakwe,2,7197-2,17-7197-2_R11C3_plot153,2020-09-02,2,2020-12-14,2020-12-17,8,2,2020-12-22,2,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202009_(163220C2/132355),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R5C5,Entukura,2,9128-3,17-9128-3_R6C1_plot76,2020-09-09,3,2020-12-31,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202009_(163232C2/132552),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C8,ITC1355-Kazirakwe,2,7197-2,17-7197-2_R10C3_plot138,2020-09-29,2,2021-01-08,2021-01-15,2,0,2021-01-22,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202009_(163342C1/132696),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C9,Nakasabira,1,8075-7,17-8075-7_R1C3_plot3,2020-09-02,2,2020-12-14,2020-12-17,4,0,2020-12-22,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(163358C2/132570),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C10,Entukura,2,TMB2X5265-1,17-5265-1_R8C5_plot110,2020-09-01,3,2020-11-23,2020-12-03,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202009_(163361C2/132355),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C5,Entukura,2,9128-3,17-9128-3_R6C1_plot76,2020-09-01,3,2020-12-18,2020-12-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202009_(163361C2/132623),3X pollination block New Phase 3-Sendusu,Entukura_16_Phase3_R6C5,Entukura,2,SH3217,17-SH3217_R13C2_plot182,2020-09-08,2,2020-12-18,2020-12-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202009_(202508C1/132706),3X Pollination block New Phase 4-Sendusu,Nakawele_19_Phase4_R44C2,Nakawere,1,8075-7,17-8075-7_R1C4_plot4,2020-09-10,2,2020-12-18,2020-12-28,3,2,2021-01-08,2,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65458/view>view</a>,NA,NA
Sendusu,SE202009_(202547C1/132441),3X Pollination block New Phase 4-Sendusu,Nakyetengu_19_Phase4_R10C3,IITA-Nakyetengu,1,TMB2X5265-1,17-5265-1_R8C2_plot107,2020-09-30,2,2021-01-12,2021-01-21,1,1,2021-02-01,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202009_(202572C1/132696),3X Pollination block New Phase 4-Sendusu,Kabucuragye_19_Phase4_R20C7,Kabucuragye,1,8075-7,17-8075-7_R1C3_plot3,2020-09-15,2,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE202009_(202639C1/132530),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R60C11,Tereza,1,TMB2X5265-1,17-5265-1_R7C5_plot95,2020-09-08,3,2020-12-18,2020-12-28,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202009_(202658C1/132331),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R58C2,Tereza,1,8075-7,17-8075-7_R3C5_plot35,2020-09-08,1,2020-12-31,2021-01-07,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202009_(202691C1/132347),3X Pollination block New Phase 4-Sendusu,Nfuuka_19_Phase4_R14C1,Nfuuka,1,SH3217,17-SH3217_R15C1_plot211,2020-09-16,1,2020-12-31,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202009_(202729C1/132434),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R36C2,Nakasabira,1,7197-2,17-7197-2_R11C2_plot152,2020-09-11,1,2020-12-18,2020-12-28,27,12,2021-01-08,12,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(202760C1/132310),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R35C11,Nakasabira,1,SH3217,17-SH3217_R14C11_plot206,2020-09-10,2,2020-12-24,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(202769C1/132449),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R34C7,Nakasabira,1,TMB2X5265-1,17-5265-1_R7C7_plot97,2020-09-28,3,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(202795C1/132412),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R37C8,Nakasabira,1,8075-7,17-8075-7_R2C6_plot21,2020-09-12,1,2020-12-18,2020-12-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(202812C1/132355),3X Pollination block New Phase 4-Sendusu,Kabucuragye_19_Phase4_R16C7,Kabucuragye,1,9128-3,17-9128-3_R6C1_plot76,2020-09-11,1,2020-12-24,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE202009_(202850C1/132462),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R28C10,ITC1354-Enzirabahima,1,SH3217,17-SH3217_R13C8_plot188,2020-09-30,3,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202009_(202921C1/132371),3X Pollination block New Phase 4-Sendusu,Nakawele_19_Phase4_R45C10,Nakawere,1,SH3217,17-SH3217_R15C8_plot218,2020-09-17,2,2020-12-31,2021-01-07,1,1,2021-01-22,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65458/view>view</a>,NA,NA
Sendusu,SE202009_(202944C1/132512),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R36C11,Nakasabira,1,7197-2,17-7197-2_R12C4_plot169,2020-09-21,4,2020-12-31,2021-01-07,4,3,2021-01-22,3,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(202954C1/132589),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R28C5,ITC1354-Enzirabahima,1,9128-3,17-9128-3_R6C4_plot79,2020-09-25,NA,2021-01-19,2021-01-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202009_(203033C1/132434),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R60C9,Tereza,1,7197-2,17-7197-2_R11C2_plot152,2020-09-08,1,2020-12-31,2021-01-07,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202009_(203052C1/132383),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R35C10,Nakasabira,1,7197-2,17-7197-2_R10C5_plot140,2020-09-17,1,2020-12-31,2021-01-07,1,0,2021-01-22,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(203098C1/132512),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R34C10,Nakasabira,1,7197-2,17-7197-2_R12C4_plot169,2020-09-29,NA,2021-01-12,2021-01-21,2,2,2021-02-01,2,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202009_(203102C1/132568),3X Pollination block New Phase 4-Sendusu,Kabucuragye_19_Phase4_R17C2,Kabucuragye,1,SH3217,17-SH3217_R13C6_plot186,2020-09-08,1,2020-12-24,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
Sendusu,SE202009_(203106C1/132589),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R30C1,ITC1354-Enzirabahima,1,9128-3,17-9128-3_R6C4_plot79,2020-09-24,1,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(162392C2/163902),2016 New 4x Female parents Sendusu,29275S-4_14_R2P7,29275S-4,2,ITC1243,KokopoJFR3_R3C2_plot82,2020-10-12,2,2021-01-29,2021-02-04,10,8,2021-02-18,8,NA,NA,NA,<a  target=_blank href=https://musabase.org/stock/65839/view>view</a>,NA,NA
Sendusu,SE202010_(162459C2/163902),2016 New 4x Female parents Sendusu,29275S-4_14_R1P1,29275S-4,2,ITC1243,KokopoJFR3_R3C2_plot82,2020-10-23,3,2021-02-08,2021-02-25,7,6,2021-03-04,6,1,2021-04-14,NA,<a  target=_blank href=https://musabase.org/stock/65839/view>view</a>,NA,NA
Sendusu,SE202010_(162510C2/132371),3X pollination block New Phase 1-Sendusu,Nakyetengu_14_Phase1_R7C1,IITA-Nakyetengu,2,SH3217,17-SH3217_R15C8_plot218,2020-10-02,4,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202010_(162574C2/132433),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R4C14,Entukura,2,TMB2X5265-1,17-5265-1_R8C8_plot113,2020-10-07,2,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(162611C2/132308),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C3,Entukura,2,SH3362,17-SH3362_R19C6_plot276,2020-10-22,1,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(162614C2/132684),3X pollination block New Phase 1-Sendusu,Nfuuka_14_Phase1_R13C11,Nfuuka,2,7197-2,17-7197-2_R11C5_plot155,2020-10-14,2,2021-01-19,2021-01-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202010_(162651C2/132706),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C3,Entukura,2,8075-7,17-8075-7_R1C4_plot4,2020-10-01,2,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(162674C1/132383),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C2,Nakasabira,1,7197-2,17-7197-2_R10C5_plot140,2020-10-02,1,2021-01-12,2021-01-15,4,3,2021-01-22,3,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(162732C2/132707),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R6C8,Entukura,2,8075-7,17-8075-7_R3C4_plot34,2020-10-05,1,2021-01-12,2021-01-28,2,2,2021-02-01,2,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(162733C2/132578),3X pollination block New Phase 1-Sendusu,Entukura_14_Phase1_R5C9,Entukura,2,9128-3,17-9128-3_R5C9_plot69,2020-10-19,1,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(162737C2/132552),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R26C10,ITC1354-Enzirabahima,2,7197-2,17-7197-2_R10C3_plot138,2020-10-06,3,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(162739C2/132490),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R32C4,Nakasabira,2,7197-2,17-7197-2_R10C8_plot143,2020-10-07,2,2021-01-29,2021-02-04,9,7,2021-02-18,7,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(162783C2/132615),3X pollination block New Phase 1-Sendusu,Kazirakwe_14_Phase1_R28C9,ITC1355-Kazirakwe,2,TMB2X5265-1,17-5265-1_R7C9_plot99,2020-10-22,1,2021-01-12,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202010_(162799C2/132610),3X pollination block New Phase 1-Sendusu,Nakasabira_14_Phase1_R33C6,Nakasabira,2,8075-7,17-8075-7_R1C7_plot7,2020-10-02,1,2021-01-19,2021-01-28,5,3,2021-02-01,3,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(162839C2/132381),3X pollination block New Phase 1-Sendusu,Enzirabahima_14_Phase1_R25C7,ITC1354-Enzirabahima,2,8075-7,17-8075-7_R2C9_plot24,2020-10-02,2,2021-01-08,2021-01-15,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(162936C1/132554),3X pollination block New Phase 2-Sendusu,Nfuuka_14_Phase2_R14C1,Nfuuka,1,7197-2,17-7197-2_R10C2_plot137,2020-10-06,1,2021-01-08,2021-01-21,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202010_(162939C2/132552),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C8,Entukura,2,7197-2,17-7197-2_R10C3_plot138,2020-10-27,4,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(162998C2/132312),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R17C10,Tereza,2,9128-3,17-9128-3_R5C11_plot71,2020-10-15,3,NA,NA,NA,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202010_(163008C2/132530),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R5C4,Entukura,2,TMB2X5265-1,17-5265-1_R7C5_plot95,2020-10-06,1,2021-01-19,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(163018C2/132568),3X pollination block New Phase 2-Sendusu,Kazirakwe_14_Phase2_R28C7,ITC1355-Kazirakwe,2,SH3217,17-SH3217_R13C6_plot186,2020-10-14,2,2021-01-19,2021-01-28,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202010_(163043C2/132381),3X pollination block New Phase 2-Sendusu,Tereza_14_Phase2_R18C7,Tereza,2,8075-7,17-8075-7_R2C9_plot24,2020-10-17,4,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202010_(163072C1/132552),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R33C2,Nakasabira,1,7197-2,17-7197-2_R10C3_plot138,2020-10-23,1,2021-02-03,2021-02-11,1,1,2021-02-19,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(163073C2/163940),3X pollination block New Phase 2-Sendusu,Entukura_14_Phase2_R4C10,Entukura,2,ITC0712-Aacv_Rose,Cv.rosecollection_R4C2_plot92,2020-10-01,2,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202010_(163146C2/132310),3X pollination block New Phase 2-Sendusu,Nakasabira_14_Phase2_R31C9,Nakasabira,2,SH3217,17-SH3217_R14C11_plot206,2020-10-23,NA,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(163188C2/132381),3X pollination block New Phase 3-Sendusu,Enzirabahima_16_Phase3_R26C1,ITC1354-Enzirabahima,2,8075-7,17-8075-7_R2C9_plot24,2020-10-22,2,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(163216C1/163974),3X pollination block New Phase 3-Sendusu,Nakasabira_16_Phase3_R32C6,Nakasabira,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C10_plot100,2020-10-01,2,2021-01-08,2021-01-15,2,1,2021-01-22,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202010_(163246C1/132552),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R28C4,ITC1355-Kazirakwe,1,7197-2,17-7197-2_R10C3_plot138,2020-10-12,1,2021-01-19,2021-01-28,1,0,2021-02-01,0,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202010_(163251C2/132449),3X pollination block New Phase 3-Sendusu,Kazirakwe_16_Phase3_R29C1,ITC1355-Kazirakwe,2,TMB2X5265-1,17-5265-1_R7C7_plot97,2020-10-24,3,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180178/view>view</a>,NA,NA
Sendusu,SE202010_(202504C1/132684),3X Pollination block New Phase 4-Sendusu,Nakyetengu_19_Phase4_R8C11,IITA-Nakyetengu,1,7197-2,17-7197-2_R11C5_plot155,2020-10-20,2,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65448/view>view</a>,NA,NA
Sendusu,SE202010_(202512C1/132706),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R29C6,ITC1354-Enzirabahima,1,8075-7,17-8075-7_R1C4_plot4,2020-10-26,2,2021-01-29,2021-02-04,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(202529C1/132462),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R2C4,Entukura,1,SH3217,17-SH3217_R13C8_plot188,2020-10-27,4,2021-02-12,2021-02-25,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(202537C1/132707),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R60C7,Tereza,1,8075-7,17-8075-7_R3C4_plot34,2020-10-24,4,2021-01-29,2021-02-04,2,2,2021-02-18,2,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202010_(202549C1/132541),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R27C10,ITC1354-Enzirabahima,1,9128-3,17-9128-3_R6C3_plot78,2020-10-24,3,2021-02-08,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(202641C1/132381),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R37C3,Nakasabira,1,8075-7,17-8075-7_R2C9_plot24,2020-10-07,1,2021-01-19,2021-01-28,15,9,2021-02-01,9,2,2021-03-15,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(202644C1/132310),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R4C2,Entukura,1,SH3217,17-SH3217_R14C11_plot206,2020-10-16,3,2021-01-29,2021-02-11,4,3,2021-02-19,3,1,2021-03-26,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(202670C1/163974),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R3C6,Entukura,1,ITC0712-Aacv_Rose,Cv.rosecollection_R4C10_plot100,2020-10-23,2,2021-02-08,2021-02-25,1,1,2021-03-04,1,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,2X,<a  target=_blank href=https://musabase.org/stock/180213/view>view</a>
Sendusu,SE202010_(202681C1/132355),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R4C6,Entukura,1,9128-3,17-9128-3_R6C1_plot76,2020-10-23,2,NA,NA,NA,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(202704C1/132433),3X Pollination block New Phase 4-Sendusu,Entukura_19_Phase4_R5C1,Entukura,1,TMB2X5265-1,17-5265-1_R8C8_plot113,2020-10-13,3,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65447/view>view</a>,NA,NA
Sendusu,SE202010_(202716C1/132519),3X Pollination block New Phase 4-Sendusu,Nfuuka_19_Phase4_R14C2,Nfuuka,1,8075-7,17-8075-7_R2C3_plot18,2020-10-27,4,2021-02-03,2021-02-11,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65450/view>view</a>,NA,NA
Sendusu,SE202010_(202767C1/132631),3X Pollination block New Phase 4-Sendusu,Enzirabahima_19_Phase4_R31C11,ITC1354-Enzirabahima,1,7197-2,17-7197-2_R10C7_plot142,2020-10-16,2,2021-01-29,2021-02-18,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/180177/view>view</a>,NA,NA
Sendusu,SE202010_(202771C1/132631),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R35C5,Nakasabira,1,7197-2,17-7197-2_R10C7_plot142,2020-10-21,3,2021-01-29,2021-02-04,7,4,2021-02-18,4,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(202773C1/132310),3X Pollination block New Phase 4-Sendusu,Tereza_19_Phase4_R62C2,Tereza,1,SH3217,17-SH3217_R14C11_plot206,2020-10-07,3,2021-01-19,2021-01-28,0,NA,NA,NA,NA,NA,3X,https://musabase.org/stock/65451/view,NA,NA
Sendusu,SE202010_(202815C1/132519),3X Pollination block New Phase 4-Sendusu,Nakasabira_19_Phase4_R37C1,Nakasabira,1,8075-7,17-8075-7_R2C3_plot18,2020-10-23,2,2021-02-08,2021-02-25,6,4,2021-03-04,4,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65456/view>view</a>,NA,NA
Sendusu,SE202010_(202828C1/132589),3X Pollination block New Phase 4-Sendusu,Kabucuragye_19_Phase4_R19C2,Kabucuragye,1,9128-3,17-9128-3_R6C4_plot79,2020-10-06,3,2020-12-31,2021-01-07,0,NA,NA,NA,NA,NA,3X,<a  target=_blank href=https://musabase.org/stock/65452/view>view</a>,NA,NA
